metric,mean,topic,agent_type,ideology,topic2,Agent Type,model
HDD-2,0.9272307858894633,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,gpt-4o
TTR-3,0.4368517388651617,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,gpt-4o
HDD-3,0.9567486014812504,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,gpt-4o
TTR-4,0.5243226600985221,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,gpt-4o
HDD-4,0.9653623683034902,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,gpt-4o
TTR-5,0.598508390304537,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,gpt-4o
HDD-5,0.9713931051841505,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,gpt-4o
TTR-1,0.14836520666255398,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
HDD-1,0.7927081196583625,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
TTR-2,0.4663760896637609,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
HDD-2,0.9673875850731248,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
TTR-3,0.6841609050911377,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
HDD-3,0.9867702742918745,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
TTR-4,0.7934644670050761,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
HDD-4,0.9924304887936347,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
TTR-5,0.8558616271620756,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
HDD-5,0.9951214277760388,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
TTR-1,0.1167927382753404,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
HDD-1,0.7753123271088443,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
TTR-2,0.3615267175572519,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
HDD-2,0.9437683293010324,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
TTR-3,0.5349768875192604,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
HDD-3,0.9683475893754925,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
TTR-4,0.645412130637636,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
HDD-4,0.975857122540859,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
TTR-5,0.7215070643642072,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
HDD-5,0.9801467274796847,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
TTR-1,0.12465846994535519,Abortion,default,conservative,Abortion,Non-Plurals,claude-sonnet
HDD-1,0.7876643388141785,Abortion,default,conservative,Abortion,Non-Plurals,claude-sonnet
TTR-2,0.34023464458247066,Abortion,default,conservative,Abortion,Non-Plurals,claude-sonnet
HDD-2,0.9387318409716995,Abortion,default,conservative,Abortion,Non-Plurals,claude-sonnet
TTR-3,0.4811715481171548,Abortion,default,conservative,Abortion,Non-Plurals,claude-sonnet
HDD-3,0.9603740158767697,Abortion,default,conservative,Abortion,Non-Plurals,claude-sonnet
TTR-4,0.569415081042988,Abortion,default,conservative,Abortion,Non-Plurals,claude-sonnet
HDD-4,0.970771114848633,Abortion,default,conservative,Abortion,Non-Plurals,claude-sonnet
TTR-5,0.6371082621082621,Abortion,default,conservative,Abortion,Non-Plurals,claude-sonnet
HDD-5,0.9787540258061325,Abortion,default,conservative,Abortion,Non-Plurals,claude-sonnet
TTR-1,0.12028218694885362,Abortion,default,liberal,Abortion,Non-Plurals,claude-sonnet
HDD-1,0.7769027210392893,Abortion,default,liberal,Abortion,Non-Plurals,claude-sonnet
TTR-2,0.33832442067736185,Abortion,default,liberal,Abortion,Non-Plurals,claude-sonnet
HDD-2,0.9318785935231679,Abortion,default,liberal,Abortion,Non-Plurals,claude-sonnet
TTR-3,0.47855855855855856,Abortion,default,liberal,Abortion,Non-Plurals,claude-sonnet
HDD-3,0.9541672186642682,Abortion,default,liberal,Abortion,Non-Plurals,claude-sonnet
TTR-4,0.5693989071038251,Abortion,default,liberal,Abortion,Non-Plurals,claude-sonnet
HDD-4,0.9648612742261293,Abortion,default,liberal,Abortion,Non-Plurals,claude-sonnet
TTR-5,0.6349907918968692,Abortion,default,liberal,Abortion,Non-Plurals,claude-sonnet
HDD-5,0.9730802539357388,Abortion,default,liberal,Abortion,Non-Plurals,claude-sonnet
TTR-1,0.14794007490636704,Abortion,persona,conservative,Abortion,Plurals ANES Persona,claude-sonnet
HDD-1,0.8014465810529093,Abortion,persona,conservative,Abortion,Plurals ANES Persona,claude-sonnet
TTR-2,0.43194706994328924,Abortion,persona,conservative,Abortion,Plurals ANES Persona,claude-sonnet
HDD-2,0.9594831164770347,Abortion,persona,conservative,Abortion,Plurals ANES Persona,claude-sonnet
TTR-3,0.5998727735368957,Abortion,persona,conservative,Abortion,Plurals ANES Persona,claude-sonnet
HDD-3,0.9790343678364964,Abortion,persona,conservative,Abortion,Plurals ANES Persona,claude-sonnet
TTR-4,0.7010276172125883,Abortion,persona,conservative,Abortion,Plurals ANES Persona,claude-sonnet
HDD-4,0.9861704398447637,Abortion,persona,conservative,Abortion,Plurals ANES Persona,claude-sonnet
TTR-5,0.7746433203631647,Abortion,persona,conservative,Abortion,Plurals ANES Persona,claude-sonnet
HDD-5,0.9908540795127496,Abortion,persona,conservative,Abortion,Plurals ANES Persona,claude-sonnet
TTR-1,0.1329036218538981,Abortion,persona,liberal,Abortion,Plurals ANES Persona,claude-sonnet
HDD-1,0.804024246658744,Abortion,persona,liberal,Abortion,Plurals ANES Persona,claude-sonnet
TTR-2,0.38011152416356875,Abortion,persona,liberal,Abortion,Plurals ANES Persona,claude-sonnet
HDD-2,0.9592645508780956,Abortion,persona,liberal,Abortion,Plurals ANES Persona,claude-sonnet
TTR-3,0.5212632895559725,Abortion,persona,liberal,Abortion,Plurals ANES Persona,claude-sonnet
HDD-3,0.9753283308136247,Abortion,persona,liberal,Abortion,Plurals ANES Persona,claude-sonnet
TTR-4,0.6171085858585859,Abortion,persona,liberal,Abortion,Plurals ANES Persona,claude-sonnet
HDD-4,0.9824657699086605,Abortion,persona,liberal,Abortion,Plurals ANES Persona,claude-sonnet
TTR-5,0.6873804971319312,Abortion,persona,liberal,Abortion,Plurals ANES Persona,claude-sonnet
HDD-5,0.9866893398908492,Abortion,persona,liberal,Abortion,Plurals ANES Persona,claude-sonnet
TTR-1,0.10907924286172602,Gay Marriage,default,conservative,Gay Marriage,Non-Plurals,claude-sonnet
HDD-1,0.7512231239270493,Gay Marriage,default,conservative,Gay Marriage,Non-Plurals,claude-sonnet
TTR-2,0.3197278911564626,Gay Marriage,default,conservative,Gay Marriage,Non-Plurals,claude-sonnet
HDD-2,0.9345595099618105,Gay Marriage,default,conservative,Gay Marriage,Non-Plurals,claude-sonnet
TTR-3,0.46189074255806345,Gay Marriage,default,conservative,Gay Marriage,Non-Plurals,claude-sonnet
HDD-3,0.9675227087944198,Gay Marriage,default,conservative,Gay Marriage,Non-Plurals,claude-sonnet
TTR-4,0.5546745953088866,Gay Marriage,default,conservative,Gay Marriage,Non-Plurals,claude-sonnet
HDD-4,0.9771853500114097,Gay Marriage,default,conservative,Gay Marriage,Non-Plurals,claude-sonnet
TTR-5,0.6229562896229562,Gay Marriage,default,conservative,Gay Marriage,Non-Plurals,claude-sonnet
HDD-5,0.9829974447089296,Gay Marriage,default,conservative,Gay Marriage,Non-Plurals,claude-sonnet
TTR-1,0.10442935661170384,Gay Marriage,default,liberal,Gay Marriage,Non-Plurals,claude-sonnet
HDD-1,0.7345742769390812,Gay Marriage,default,liberal,Gay Marriage,Non-Plurals,claude-sonnet
TTR-2,0.2941560561540973,Gay Marriage,default,liberal,Gay Marriage,Non-Plurals,claude-sonnet
HDD-2,0.924450333669497,Gay Marriage,default,liberal,Gay Marriage,Non-Plurals,claude-sonnet
TTR-3,0.41938674579624136,Gay Marriage,default,liberal,Gay Marriage,Non-Plurals,claude-sonnet
HDD-3,0.9558771515921769,Gay Marriage,default,liberal,Gay Marriage,Non-Plurals,claude-sonnet
TTR-4,0.5008325008325009,Gay Marriage,default,liberal,Gay Marriage,Non-Plurals,claude-sonnet
HDD-4,0.9653918494230285,Gay Marriage,default,liberal,Gay Marriage,Non-Plurals,claude-sonnet
TTR-5,0.5593676421123445,Gay Marriage,default,liberal,Gay Marriage,Non-Plurals,claude-sonnet
HDD-5,0.9712555419160422,Gay Marriage,default,liberal,Gay Marriage,Non-Plurals,claude-sonnet
TTR-1,0.16193181818181818,Gay Marriage,persona,conservative,Gay Marriage,Plurals ANES Persona,claude-sonnet
HDD-1,0.8069924580047522,Gay Marriage,persona,conservative,Gay Marriage,Plurals ANES Persona,claude-sonnet
TTR-2,0.45251752708731674,Gay Marriage,persona,conservative,Gay Marriage,Plurals ANES Persona,claude-sonnet
HDD-2,0.9607392562947857,Gay Marriage,persona,conservative,Gay Marriage,Plurals ANES Persona,claude-sonnet
TTR-3,0.6235521235521235,Gay Marriage,persona,conservative,Gay Marriage,Plurals ANES Persona,claude-sonnet
HDD-3,0.979054866703024,Gay Marriage,persona,conservative,Gay Marriage,Plurals ANES Persona,claude-sonnet
TTR-4,0.716374269005848,Gay Marriage,persona,conservative,Gay Marriage,Plurals ANES Persona,claude-sonnet
HDD-4,0.9864161571942041,Gay Marriage,persona,conservative,Gay Marriage,Plurals ANES Persona,claude-sonnet
TTR-5,0.7765748031496063,Gay Marriage,persona,conservative,Gay Marriage,Plurals ANES Persona,claude-sonnet
HDD-5,0.989802877237151,Gay Marriage,persona,conservative,Gay Marriage,Plurals ANES Persona,claude-sonnet
TTR-1,0.1529815797689666,Gay Marriage,persona,liberal,Gay Marriage,Plurals ANES Persona,claude-sonnet
HDD-1,0.7937983170322648,Gay Marriage,persona,liberal,Gay Marriage,Plurals ANES Persona,claude-sonnet
TTR-2,0.42546485975417586,Gay Marriage,persona,liberal,Gay Marriage,Plurals ANES Persona,claude-sonnet
HDD-2,0.9531750709973025,Gay Marriage,persona,liberal,Gay Marriage,Plurals ANES Persona,claude-sonnet
TTR-3,0.5672923958001909,Gay Marriage,persona,liberal,Gay Marriage,Plurals ANES Persona,claude-sonnet
HDD-3,0.9711541576533659,Gay Marriage,persona,liberal,Gay Marriage,Plurals ANES Persona,claude-sonnet
TTR-4,0.6514616125923547,Gay Marriage,persona,liberal,Gay Marriage,Plurals ANES Persona,claude-sonnet
HDD-4,0.9776335260712947,Gay Marriage,persona,liberal,Gay Marriage,Plurals ANES Persona,claude-sonnet
TTR-5,0.7119688614985403,Gay Marriage,persona,liberal,Gay Marriage,Plurals ANES Persona,claude-sonnet
HDD-5,0.9822068398740749,Gay Marriage,persona,liberal,Gay Marriage,Plurals ANES Persona,claude-sonnet
TTR-1,0.13636363636363635,Gun Control,default,conservative,Gun Control,Non-Plurals,claude-sonnet
HDD-1,0.8014782591905488,Gun Control,default,conservative,Gun Control,Non-Plurals,claude-sonnet
TTR-2,0.3338119167264896,Gun Control,default,conservative,Gun Control,Non-Plurals,claude-sonnet
HDD-2,0.929171549619596,Gun Control,default,conservative,Gun Control,Non-Plurals,claude-sonnet
TTR-3,0.44702467343976776,Gun Control,default,conservative,Gun Control,Non-Plurals,claude-sonnet
HDD-3,0.9542501049182383,Gun Control,default,conservative,Gun Control,Non-Plurals,claude-sonnet
TTR-4,0.5212765957446809,Gun Control,default,conservative,Gun Control,Non-Plurals,claude-sonnet
HDD-4,0.9668723373695995,Gun Control,default,conservative,Gun Control,Non-Plurals,claude-sonnet
TTR-5,0.5801186943620178,Gun Control,default,conservative,Gun Control,Non-Plurals,claude-sonnet
HDD-5,0.9753737136320311,Gun Control,default,conservative,Gun Control,Non-Plurals,claude-sonnet
TTR-1,0.1390728476821192,Gun Control,default,liberal,Gun Control,Non-Plurals,claude-sonnet
HDD-1,0.8078326911656439,Gun Control,default,liberal,Gun Control,Non-Plurals,claude-sonnet
TTR-2,0.3754843254667136,Gun Control,default,liberal,Gun Control,Non-Plurals,claude-sonnet
HDD-2,0.9458075305716852,Gun Control,default,liberal,Gun Control,Non-Plurals,claude-sonnet
TTR-3,0.5268778924884301,Gun Control,default,liberal,Gun Control,Non-Plurals,claude-sonnet
HDD-3,0.9693540120015772,Gun Control,default,liberal,Gun Control,Non-Plurals,claude-sonnet
TTR-4,0.6221662468513854,Gun Control,default,liberal,Gun Control,Non-Plurals,claude-sonnet
HDD-4,0.9792777651279194,Gun Control,default,liberal,Gun Control,Non-Plurals,claude-sonnet
TTR-5,0.7020734812659148,Gun Control,default,liberal,Gun Control,Non-Plurals,claude-sonnet
HDD-5,0.9858691674075584,Gun Control,default,liberal,Gun Control,Non-Plurals,claude-sonnet
TTR-1,0.15214564369310793,Gun Control,persona,conservative,Gun Control,Plurals ANES Persona,claude-sonnet
HDD-1,0.8312651420857746,Gun Control,persona,conservative,Gun Control,Plurals ANES Persona,claude-sonnet
TTR-2,0.42022324359816154,Gun Control,persona,conservative,Gun Control,Plurals ANES Persona,claude-sonnet
