metric,mean,topic,agent_type,ideology,topic2,Agent Type,model
HDD-2,0.9272307858894633,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,gpt-4o
TTR-3,0.4368517388651617,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,gpt-4o
HDD-3,0.9567486014812504,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,gpt-4o
TTR-4,0.5243226600985221,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,gpt-4o
HDD-4,0.9653623683034902,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,gpt-4o
TTR-5,0.598508390304537,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,gpt-4o
HDD-5,0.9713931051841505,LGBT Adoption Rights,default,liberal,"LGBT Adoption
Rights",Non-Plurals,gpt-4o
TTR-1,0.14836520666255398,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
HDD-1,0.7927081196583625,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
TTR-2,0.4663760896637609,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
HDD-2,0.9673875850731248,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
TTR-3,0.6841609050911377,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
HDD-3,0.9867702742918745,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
TTR-4,0.7934644670050761,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
HDD-4,0.9924304887936347,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
TTR-5,0.8558616271620756,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
HDD-5,0.9951214277760388,LGBT Adoption Rights,persona,conservative,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
TTR-1,0.1167927382753404,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
HDD-1,0.7753123271088443,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
TTR-2,0.3615267175572519,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
HDD-2,0.9437683293010324,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
TTR-3,0.5349768875192604,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
HDD-3,0.9683475893754925,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
TTR-4,0.645412130637636,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
HDD-4,0.975857122540859,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
TTR-5,0.7215070643642072,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
HDD-5,0.9801467274796847,LGBT Adoption Rights,persona,liberal,"LGBT Adoption
Rights",Plurals ANES Persona,gpt-4o
